_id,id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
497,496,2015,10,Pobreza muy alta,Mujer,60 y mas,10050,850970225047000,115902977495000,Educacion,Álvaro Obregón
498,497,2015,10,Pobreza alta,Hombre,30-44,3813,252028407190000,510571592810000,Educacion,Álvaro Obregón
499,498,2015,10,Pobreza alta,Mujer,12-29,2686,18587766908100,35132233091900,Educacion,Álvaro Obregón
500,499,2015,10,Pobreza alta,Mujer,45-59,2105,159970774419000,261029225581000,Educacion,Álvaro Obregón
501,500,2015,10,Pobreza moderada,Hombre,12-29,28281,232342373869000,333277626131000,Educacion,Álvaro Obregón
502,501,2015,10,Pobreza moderada,Mujer,45-59,15920,127725421368000,190674578632000,Educacion,Álvaro Obregón
503,502,2015,10,Satisfaccion mínima,Hombre,60 y mas,9837,838670576223000,112872942378000,Educacion,Álvaro Obregón
504,503,2015,10,Satisfaccion mínima,Mujer,60 y mas,11598,947752904524000,137184709548000,Educacion,Álvaro Obregón
505,504,2015,10,Estrato medio,Hombre,12-29,30461,261715480905000,347504519095000,Educacion,Álvaro Obregón
506,505,2015,10,Estrato medio,Hombre,30-44,34370,275557497021000,411842502979000,Educacion,Álvaro Obregón
507,506,2015,10,Estrato medio,Hombre,45-59,26963,236276425563000,302983574437000,Educacion,Álvaro Obregón
508,507,2015,10,Estrato medio,Mujer,0-11,20806,171241197266000,244878802734000,Educacion,Álvaro Obregón
509,508,2015,10,Estrato medio,Mujer,12-29,33374,281739970996000,385740029004000,Educacion,Álvaro Obregón
510,509,2015,10,Estrato alto,Hombre,12-29,1390,234410218472000,254558978153000,Educacion,Álvaro Obregón
511,510,2015,10,Estrato alto,Mujer,12-29,1478,565262921848000,239073707815000,Educacion,Álvaro Obregón
512,511,2015,10,Estrato alto,Mujer,60 y mas,2607,161025475509000,360374524491000,Educacion,Álvaro Obregón
513,512,2015,11,Pobreza muy alta,Hombre,0-11,1924,139915242745000,244884757255000,Educacion,Tláhuac
514,513,2015,11,Pobreza muy alta,Hombre,12-29,692,349643744509000,103435625549000,Educacion,Tláhuac
515,514,2015,11,Pobreza muy alta,Mujer,30-44,1271,929967887584000,161203211242000,Educacion,Tláhuac
516,515,2015,11,Pobreza muy alta,Mujer,45-59,1724,122144837827000,222655162173000,Educacion,Tláhuac
517,516,2015,11,Pobreza alta,Hombre,60 y mas,1251,561900556801000,194009944320000,Educacion,Tláhuac
518,517,2015,11,Pobreza alta,Mujer,12-29,1057,524507043201000,158949295680000,Educacion,Tláhuac
519,518,2015,11,Pobreza alta,Mujer,60 y mas,1830,122869602370000,243130397630000,Educacion,Tláhuac
520,519,2015,11,Pobreza moderada,Hombre,0-11,326,112520782086000,539479217914000,Educacion,Tláhuac
521,520,2015,11,Pobreza moderada,Hombre,12-29,15071,123968326186000,177451673814000,Educacion,Tláhuac
522,521,2015,11,Pobreza moderada,Hombre,60 y mas,4060,315587953268000,496412046732000,Educacion,Tláhuac
523,522,2015,11,Pobreza moderada,Mujer,12-29,13762,113769690449000,161470309551000,Educacion,Tláhuac
524,523,2015,11,Satisfaccion mínima,Hombre,12-29,22475,194474215214000,255025784786000,Educacion,Tláhuac
525,524,2015,11,Satisfaccion mínima,Hombre,30-44,11674,97904213998800,135575786001000,Educacion,Tláhuac
526,525,2015,11,Satisfaccion mínima,Hombre,45-59,8416,669062162936000,101413783706000,Educacion,Tláhuac
527,526,2015,11,Satisfaccion mínima,Mujer,12-29,23394,2009994624920,2668805375080,Educacion,Tláhuac
528,527,2015,11,Satisfaccion mínima,Mujer,30-44,14171,121160390591000,162259609409000,Educacion,Tláhuac
529,528,2015,11,Satisfaccion mínima,Mujer,60 y mas,4430,341659314421000,544340685579000,Educacion,Tláhuac
530,529,2015,11,Estrato medio,Hombre,12-29,15010,129643339179000,170556660821000,Educacion,Tláhuac
531,530,2015,11,Estrato medio,Hombre,45-59,12021,103034595552000,137385404448000,Educacion,Tláhuac
532,531,2015,11,Estrato medio,Hombre,60 y mas,4298,335786854367000,523813145633000,Educacion,Tláhuac
533,532,2015,11,Estrato medio,Mujer,45-59,12033,100303471112000,140356528888000,Educacion,Tláhuac
534,533,2015,11,Estrato medio,Mujer,60 y mas,2492,174990241641000,323409758359000,Educacion,Tláhuac
535,534,2015,11,Estrato alto,Hombre,0-11,4065,307411658760000,505588341240000,Educacion,Tláhuac
536,535,2015,11,Estrato alto,Hombre,30-44,339,106029953423000,667397004658000,Educacion,Tláhuac
537,536,2015,11,Estrato alto,Mujer,0-11,4254,338925174237000,511874825763000,Educacion,Tláhuac
538,537,2015,11,Estrato alto,Mujer,45-59,361,123609279713000,598390720287000,Educacion,Tláhuac
539,538,2015,12,Pobreza alta,Hombre,0-11,204,96419986509900,311580013490000,Educacion,Tlalpan
540,539,2015,12,Pobreza alta,Hombre,60 y mas,1248,840787271212000,165521272879000,Educacion,Tlalpan
541,540,2015,12,Pobreza alta,Mujer,12-29,2494,193475909870000,305324090130000,Educacion,Tlalpan
542,541,2015,12,Pobreza alta,Mujer,30-44,4312,342626242227000,519773757773000,Educacion,Tlalpan
543,542,2015,12,Pobreza alta,Mujer,45-59,1884,14075679384000,23604320616000,Educacion,Tlalpan
544,543,2015,12,Pobreza moderada,Hombre,12-29,23828,204039284059000,272520715941000,Educacion,Tlalpan
545,544,2015,12,Pobreza moderada,Mujer,12-29,21297,177184639960000,248755360040000,Educacion,Tlalpan
546,545,2015,12,Pobreza moderada,Mujer,30-44,17822,150475884113000,205964115887000,Educacion,Tlalpan
547,546,2015,12,Pobreza moderada,Mujer,45-59,11374,100046088866000,127433911134000,Educacion,Tlalpan
548,547,2015,12,Pobreza moderada,Mujer,60 y mas,8886,72734355838900,104985644161000,Educacion,Tlalpan
549,548,2015,12,Satisfaccion mínima,Mujer,12-29,36044,318344051446000,402535948554000,Educacion,Tlalpan
550,549,2015,12,Estrato medio,Hombre,0-11,19318,167668961871000,218691038129000,Educacion,Tlalpan
551,550,2015,12,Estrato medio,Hombre,30-44,30979,267105554658000,352474445342000,Educacion,Tlalpan
552,551,2015,12,Estrato medio,Hombre,45-59,26518,227595257073000,302764742927000,Educacion,Tlalpan
553,552,2015,12,Estrato medio,Mujer,12-29,32433,284768877112000,363891122888000,Educacion,Tlalpan
554,553,2015,12,Estrato medio,Mujer,60 y mas,18956,156103766347000,223016233653000,Educacion,Tlalpan
555,554,2015,12,Estrato alto,Hombre,12-29,1233,843338075656000,162266192434000,Educacion,Tlalpan
556,555,2015,12,Estrato alto,Hombre,30-44,2310,147251531685000,314748468315000,Educacion,Tlalpan
557,556,2015,12,Estrato alto,Hombre,60 y mas,5834,445823378112000,720976621888000,Educacion,Tlalpan
558,557,2015,12,Estrato alto,Mujer,12-29,1705,107204543603000,233795456397000,Educacion,Tlalpan
559,558,2015,13,Pobreza muy alta,Hombre,0-11,2462,16950339463200,32289660536800,Educacion,Xochimilco
560,559,2015,13,Pobreza muy alta,Hombre,12-29,1664,637944668845000,269005533116000,Educacion,Xochimilco
561,560,2015,13,Pobreza muy alta,Hombre,45-59,2338,113336768175000,354263231825000,Educacion,Xochimilco
562,561,2015,13,Pobreza muy alta,Mujer,60 y mas,5548,355815026537000,753784973463000,Educacion,Xochimilco
563,562,2015,13,Pobreza alta,Hombre,30-44,3152,196234454924000,434165545076000,Educacion,Xochimilco
564,563,2015,13,Pobreza alta,Mujer,12-29,1996,13685914805900,26234085194100,Educacion,Xochimilco
565,564,2015,13,Pobreza alta,Mujer,30-44,3122,232298986658000,392101013342000,Educacion,Xochimilco
566,565,2015,13,Pobreza alta,Mujer,60 y mas,1299,852792005049000,174520799495000,Educacion,Xochimilco
567,566,2015,13,Pobreza moderada,Hombre,45-59,5804,423088100544000,737711899456000,Educacion,Xochimilco
568,567,2015,13,Pobreza moderada,Hombre,60 y mas,4010,274846703173000,527153296827000,Educacion,Xochimilco
569,568,2015,13,Pobreza moderada,Mujer,30-44,12470,924269262297000,15697307377000,Educacion,Xochimilco
570,569,2015,13,Pobreza moderada,Mujer,45-59,7362,520218506937000,952181493063000,Educacion,Xochimilco
571,570,2015,13,Pobreza moderada,Mujer,60 y mas,5798,385250833784000,774349166216000,Educacion,Xochimilco
572,571,2015,13,Satisfaccion mínima,Mujer,60 y mas,4886,351420943018000,625779056982000,Educacion,Xochimilco
573,572,2015,13,Estrato medio,Hombre,30-44,13938,104956596522000,173803403478000,Educacion,Xochimilco
574,573,2015,13,Estrato medio,Hombre,60 y mas,7233,533007798693000,913592201307000,Educacion,Xochimilco
575,574,2015,13,Estrato medio,Mujer,30-44,17768,126573151241000,228786848759000,Educacion,Xochimilco
576,575,2015,13,Estrato alto,Hombre,0-11,5231,371835017040000,674364982960000,Educacion,Xochimilco
577,576,2015,13,Estrato alto,Hombre,45-59,1358,8795469883070,18364530116900,Educacion,Xochimilco
578,577,2015,13,Estrato alto,Mujer,0-11,6669,299089837171000,103471016283000,Educacion,Xochimilco
579,578,2015,13,Estrato alto,Mujer,60 y mas,1022,491342800965000,155265719903000,Educacion,Xochimilco
580,579,2015,14,Pobreza muy alta,Hombre,30-44,120,34549061054200,205450938946000,Educacion,Benito Juárez
581,580,2015,14,Pobreza muy alta,Mujer,12-29,528,109682758953000,946317241047000,Educacion,Benito Juárez
582,581,2015,14,Pobreza muy alta,Mujer,60 y mas,2364,955576878392000,37724231216100,Educacion,Benito Juárez
583,582,2015,14,Pobreza alta,Hombre,12-29,199,358983635456000,362101636454000,Educacion,Benito Juárez
584,583,2015,14,Pobreza alta,Mujer,0-11,98,-119929441730000,207992944173000,Educacion,Benito Juárez
585,584,2015,14,Pobreza alta,Mujer,30-44,682,177346608142000,118665339186000,Educacion,Benito Juárez
586,585,2015,14,Pobreza alta,Mujer,60 y mas,461,795154519745000,842484548026000,Educacion,Benito Juárez
587,586,2015,14,Pobreza moderada,Hombre,12-29,3246,208351156587000,440848843413000,Educacion,Benito Juárez
588,587,2015,14,Pobreza moderada,Mujer,0-11,400,108133102660000,691866897340000,Educacion,Benito Juárez
589,588,2015,14,Pobreza moderada,Mujer,30-44,2701,17672439675500,36347560324500,Educacion,Benito Juárez
590,589,2015,14,Pobreza moderada,Mujer,45-59,2624,177887193230000,346912806770000,Educacion,Benito Juárez
591,590,2015,14,Pobreza moderada,Mujer,60 y mas,4170,235309733971000,598690266029000,Educacion,Benito Juárez
592,591,2015,14,Satisfaccion mínima,Hombre,60 y mas,3507,231804066853000,469595933147000,Educacion,Benito Juárez
593,592,2015,14,Satisfaccion mínima,Mujer,12-29,15004,12061553360500,17946446639500,Educacion,Benito Juárez
594,593,2015,14,Estrato medio,Hombre,30-44,39920,344039859384000,454360140616000,Educacion,Benito Juárez
595,594,2015,14,Estrato medio,Hombre,60 y mas,17774,147284498059000,208195501941000,Educacion,Benito Juárez
596,595,2015,14,Estrato medio,Mujer,12-29,25978,211629542689000,307930457311000,Educacion,Benito Juárez
597,596,2015,14,Estrato medio,Mujer,60 y mas,27281,233911601039000,311708398961000,Educacion,Benito Juárez
598,597,2015,14,Estrato alto,Hombre,0-11,3123,21910194962200,40549805037800,Educacion,Benito Juárez
599,598,2015,14,Estrato alto,Mujer,30-44,3527,267395410338000,438004589662000,Educacion,Benito Juárez
600,599,2015,15,Pobreza muy alta,Hombre,45-59,926,479927711928000,137207228807000,Educacion,Cuauhtémoc
601,600,2015,15,Pobreza muy alta,Hombre,60 y mas,1473,946464016405000,199953598360000,Educacion,Cuauhtémoc
602,601,2015,15,Pobreza muy alta,Mujer,0-11,2232,136877132371000,309522867629000,Educacion,Cuauhtémoc
603,602,2015,15,Pobreza muy alta,Mujer,No especificado,92,232979820487000,160702017951000,Educacion,Cuauhtémoc
604,603,2015,15,Pobreza alta,Hombre,12-29,1516,95934661405000,207265338595000,Educacion,Cuauhtémoc
605,604,2015,15,Pobreza alta,Hombre,30-44,1981,132865892239000,263334107761000,Educacion,Cuauhtémoc
606,605,2015,15,Pobreza alta,Hombre,60 y mas,797,350835814631000,124316418537000,Educacion,Cuauhtémoc
607,606,2015,15,Pobreza moderada,Hombre,12-29,14668,119163686987000,174196313013000,Educacion,Cuauhtémoc
608,607,2015,15,Pobreza moderada,Hombre,45-59,5870,444151876576000,729848123424000,Educacion,Cuauhtémoc
609,608,2015,15,Pobreza moderada,Mujer,12-29,13491,105450536368000,164369463632000,Educacion,Cuauhtémoc
610,609,2015,15,Pobreza moderada,Mujer,30-44,11071,889894962239000,132430503776000,Educacion,Cuauhtémoc
611,610,2015,15,Satisfaccion mínima,Hombre,0-11,15400,128300424595000,179699575405000,Educacion,Cuauhtémoc
612,611,2015,15,Satisfaccion mínima,Hombre,30-44,13911,118376846522000,159843153478000,Educacion,Cuauhtémoc
613,612,2015,15,Satisfaccion mínima,Mujer,0-11,14114,117394370352000,164885629648000,Educacion,Cuauhtémoc
614,613,2015,15,Satisfaccion mínima,Mujer,30-44,14796,127346857555000,168573142445000,Educacion,Cuauhtémoc
615,614,2015,15,Estrato alto,Hombre,0-11,5669,410010203308000,723789796692000,Educacion,Cuauhtémoc
616,615,2015,15,Estrato alto,Mujer,60 y mas,2388,163745926606000,313854073394000,Educacion,Cuauhtémoc
617,616,2015,16,Pobreza muy alta,Hombre,30-44,246,878515796194000,483214842038000,Educacion,Miguel Hidalgo
618,617,2015,16,Pobreza muy alta,Hombre,60 y mas,831,438411071364000,122358892864000,Educacion,Miguel Hidalgo
619,618,2015,16,Pobreza muy alta,Hombre,No especificado,168,-654340173071000,401434017307000,Educacion,Miguel Hidalgo
620,619,2015,16,Pobreza muy alta,Mujer,45-59,334,85018150510800,582981849489000,Educacion,Miguel Hidalgo
621,620,2015,16,Pobreza muy alta,Mujer,60 y mas,2477,136883452096000,358516547904000,Educacion,Miguel Hidalgo
622,621,2015,16,Pobreza alta,Hombre,12-29,358,958352624303000,620164737570000,Educacion,Miguel Hidalgo
623,622,2015,16,Pobreza alta,Mujer,12-29,340,694050175431000,610594982457000,Educacion,Miguel Hidalgo
624,623,2015,16,Pobreza alta,Mujer,30-44,653,325910363469000,980089636531000,Educacion,Miguel Hidalgo
625,624,2015,16,Pobreza alta,Mujer,60 y mas,977,495303198701000,145869680130000,Educacion,Miguel Hidalgo
626,625,2015,16,Pobreza moderada,Hombre,45-59,1775,973476544368000,257652345563000,Educacion,Miguel Hidalgo
627,626,2015,16,Pobreza moderada,Hombre,60 y mas,3057,205698517682000,405701482318000,Educacion,Miguel Hidalgo
628,627,2015,16,Pobreza moderada,Mujer,45-59,3342,207581245373000,460818754627000,Educacion,Miguel Hidalgo
629,628,2015,16,Satisfaccion mínima,Hombre,0-11,11073,776534176296000,143806582370000,Educacion,Miguel Hidalgo
630,629,2015,16,Estrato medio,Hombre,0-11,7239,516462775551000,931337224449000,Educacion,Miguel Hidalgo
631,630,2015,16,Estrato medio,Hombre,60 y mas,11929,931645462215000,14541545377800,Educacion,Miguel Hidalgo
632,631,2015,16,Estrato medio,Mujer,12-29,21481,146046807335000,283573192665000,Educacion,Miguel Hidalgo
633,632,2015,16,Estrato alto,Hombre,0-11,3772,26312475247800,49127524752200,Educacion,Miguel Hidalgo
634,633,2015,16,Estrato alto,Hombre,12-29,1231,60858019375100,185341980625000,Educacion,Miguel Hidalgo
635,634,2015,16,Estrato alto,Hombre,30-44,3388,228009354067000,449590645933000,Educacion,Miguel Hidalgo
636,635,2015,16,Estrato alto,Hombre,45-59,5462,392651256223000,699748743777000,Educacion,Miguel Hidalgo
637,636,2015,16,Estrato alto,Mujer,12-29,2164,121485615975000,311314384025000,Educacion,Miguel Hidalgo
638,637,2015,16,Estrato alto,Mujer,30-44,2426,146552462152000,338647537848000,Educacion,Miguel Hidalgo
639,638,2015,17,Pobreza muy alta,Mujer,0-11,1425,940217164172000,190978283583000,Educacion,Venustiano Carranza
640,639,2015,17,Pobreza muy alta,Mujer,45-59,1614,974144443026000,225385555697000,Educacion,Venustiano Carranza
641,640,2015,17,Pobreza alta,Hombre,12-29,1271,75957899549900,178242100450000,Educacion,Venustiano Carranza
642,641,2015,17,Pobreza alta,Hombre,45-59,549,193080537877000,904919462123000,Educacion,Venustiano Carranza
643,642,2015,17,Pobreza alta,Hombre,60 y mas,632,280825400502000,983174599498000,Educacion,Venustiano Carranza
644,643,2015,17,Pobreza alta,Mujer,0-11,120,-182017007622000,258201700762000,Educacion,Venustiano Carranza
645,644,2015,17,Pobreza moderada,Hombre,45-59,4297,305016499228000,554383500772000,Educacion,Venustiano Carranza
646,645,2015,17,Pobreza moderada,Mujer,45-59,6820,532213986435000,831786013565000,Educacion,Venustiano Carranza
647,646,2015,17,Satisfaccion mínima,Hombre,12-29,20835,18028778977900,23641221022100,Educacion,Venustiano Carranza
648,647,2015,17,Satisfaccion mínima,Mujer,30-44,13805,117573173344000,158526826656000,Educacion,Venustiano Carranza
649,648,2015,17,Satisfaccion mínima,Mujer,45-59,10736,869341338213000,127785866179000,Educacion,Venustiano Carranza
650,649,2015,17,Estrato medio,Hombre,30-44,21803,173636605162000,262423394838000,Educacion,Venustiano Carranza
651,650,2015,17,Estrato medio,Hombre,60 y mas,12277,103107365397000,142432634603000,Educacion,Venustiano Carranza
652,651,2015,17,Estrato medio,Mujer,0-11,11459,903863747302000,138793625270000,Educacion,Venustiano Carranza
653,652,2015,17,Estrato alto,Hombre,30-44,631,27921096346800,98278903653200,Educacion,Venustiano Carranza
654,653,2015,17,Estrato alto,Hombre,45-59,1374,931329867213000,181667013279000,Educacion,Venustiano Carranza
655,654,2015,17,Estrato alto,Hombre,60 y mas,2315,144191744270000,318808255730000,Educacion,Venustiano Carranza
656,655,2015,17,Estrato alto,Mujer,30-44,938,547547755809,1328452244190,Educacion,Venustiano Carranza
657,656,2015,2,Pobreza muy alta,Hombre,45-59,434,207491669686000,660508330314000,Educacion,Azcapotzalco
658,657,2015,2,Pobreza muy alta,Hombre,No especificado,50,-266497889683000,126649788968000,Educacion,Azcapotzalco
659,658,2015,2,Pobreza muy alta,Mujer,12-29,492,20995160580000,77404839420000,Educacion,Azcapotzalco
660,659,2015,2,Pobreza muy alta,Mujer,No especificado,86,-202680994184000,192268099418000,Educacion,Azcapotzalco
661,660,2015,2,Pobreza alta,Hombre,0-11,169,-290198943588000,367019894359000,Educacion,Azcapotzalco
662,661,2015,2,Pobreza alta,Mujer,0-11,187,155960052408000,372440399476000,Educacion,Azcapotzalco
663,662,2015,2,Pobreza moderada,Mujer,0-11,220,668144537585000,433318554624000,Educacion,Azcapotzalco
664,663,2015,2,Pobreza moderada,Mujer,12-29,8952,716005231757000,107439476824000,Educacion,Azcapotzalco
665,664,2015,2,Pobreza moderada,Mujer,60 y mas,8545,674543047260000,103445695274000,Educacion,Azcapotzalco
666,665,2015,2,Satisfaccion mínima,Hombre,12-29,18938,164913399012000,213846600988000,Educacion,Azcapotzalco
667,666,2015,2,Satisfaccion mínima,Hombre,45-59,8349,643427309511000,102637269049000,Educacion,Azcapotzalco
668,667,2015,2,Satisfaccion mínima,Mujer,12-29,19752,169502087805000,225537912195000,Educacion,Azcapotzalco
669,668,2015,2,Satisfaccion mínima,Mujer,30-44,11098,901113586310000,131848641369000,Educacion,Azcapotzalco
670,669,2015,2,Satisfaccion mínima,Mujer,60 y mas,10359,817204750319000,125459524968000,Educacion,Azcapotzalco
671,670,2015,2,Estrato medio,Hombre,12-29,18292,154807112900000,211032887100000,Educacion,Azcapotzalco
672,671,2015,2,Estrato medio,Hombre,30-44,21050,171539795151000,249460204849000,Educacion,Azcapotzalco
673,672,2015,2,Estrato medio,Mujer,60 y mas,12684,101338488554000,152341511446000,Educacion,Azcapotzalco
674,673,2015,2,Estrato alto,Mujer,30-44,943,419624662403000,146637533760000,Educacion,Azcapotzalco
675,674,2015,2,Estrato alto,Mujer,60 y mas,898,355888498040000,144011150196000,Educacion,Azcapotzalco
676,675,2015,3,Pobreza muy alta,Hombre,0-11,2767,202306705826000,351093294174000,Educacion,Coyoacán
677,676,2015,3,Pobreza muy alta,Mujer,0-11,2246,175481482677000,273718517323000,Educacion,Coyoacán
678,677,2015,3,Pobreza muy alta,Mujer,12-29,1550,940980825211000,215901917479000,Educacion,Coyoacán
679,678,2015,3,Pobreza muy alta,Mujer,45-59,2626,187940831384000,337259168616000,Educacion,Coyoacán
680,679,2015,3,Pobreza alta,Hombre,12-29,1351,926448033908000,177555196609000,Educacion,Coyoacán
681,680,2015,3,Pobreza alta,Hombre,45-59,480,26848424866500,69151575133500,Educacion,Coyoacán
682,681,2015,3,Pobreza alta,Mujer,30-44,1722,116583886055000,227816113945000,Educacion,Coyoacán
683,682,2015,3,Pobreza alta,Mujer,60 y mas,1750,125722634533000,224277365467000,Educacion,Coyoacán
684,683,2015,3,Pobreza moderada,Hombre,60 y mas,5273,420578026721000,634021973279000,Educacion,Coyoacán
685,684,2015,3,Pobreza moderada,Mujer,45-59,7338,592141723048000,875458276952000,Educacion,Coyoacán
686,685,2015,3,Satisfaccion mínima,Hombre,45-59,8313,651727641692000,101087235831000,Educacion,Coyoacán
687,686,2015,3,Estrato medio,Hombre,12-29,33132,284898220768000,377741779232000,Educacion,Coyoacán
688,687,2015,3,Estrato medio,Mujer,0-11,12853,108486155405000,148573844595000,Educacion,Coyoacán
689,688,2015,3,Estrato medio,Mujer,30-44,42544,361667879724000,489212120276000,Educacion,Coyoacán
690,689,2015,3,Estrato medio,Mujer,60 y mas,28178,239701771200000,323858228800000,Educacion,Coyoacán
691,690,2015,3,Estrato alto,Mujer,12-29,2048,146702660367000,262897339633000,Educacion,Coyoacán
692,691,2015,3,Estrato alto,Mujer,45-59,5372,401543280788000,672856719212000,Educacion,Coyoacán
693,692,2015,3,Estrato alto,Mujer,60 y mas,4131,306853876389000,519346123611000,Educacion,Coyoacán
694,693,2015,4,Pobreza muy alta,Hombre,12-29,452,202890143185000,701109856815000,Educacion,Cuajimalpa de Morelos
695,694,2015,4,Pobreza muy alta,Hombre,30-44,484,257697214284000,710302785716000,Educacion,Cuajimalpa de Morelos
696,695,2015,4,Pobreza muy alta,Hombre,60 y mas,862,506443856466000,121755614353000,Educacion,Cuajimalpa de Morelos
697,696,2015,4,Pobreza muy alta,Mujer,0-11,638,373655492589000,902344507411000,Educacion,Cuajimalpa de Morelos
698,697,2015,4,Pobreza alta,Hombre,12-29,915,494388062169000,133561193783000,Educacion,Cuajimalpa de Morelos
699,698,2015,4,Pobreza alta,Hombre,30-44,736,38562649645500,108637350354000,Educacion,Cuajimalpa de Morelos
700,699,2015,4,Pobreza alta,Hombre,60 y mas,635,375928395434000,894071604566000,Educacion,Cuajimalpa de Morelos
701,700,2015,4,Pobreza alta,Mujer,30-44,1002,65842559730800,134557440269000,Educacion,Cuajimalpa de Morelos
702,701,2015,4,Pobreza alta,Mujer,45-59,674,394436063076000,953563936924000,Educacion,Cuajimalpa de Morelos
703,702,2015,4,Pobreza moderada,Hombre,0-11,261,765947444081000,445405255592000,Educacion,Cuajimalpa de Morelos
704,703,2015,4,Pobreza moderada,Mujer,30-44,4516,341542839960000,561657160040000,Educacion,Cuajimalpa de Morelos
705,704,2015,4,Pobreza moderada,Mujer,45-59,3749,27927651271500,47052348728500,Educacion,Cuajimalpa de Morelos
706,705,2015,4,Satisfaccion mínima,Hombre,0-11,8820,674789438782000,108921056122000,Educacion,Cuajimalpa de Morelos
707,706,2015,4,Satisfaccion mínima,Hombre,12-29,10191,791449380702000,12467506193000,Educacion,Cuajimalpa de Morelos
708,707,2015,4,Satisfaccion mínima,Hombre,45-59,3025,217347298126000,387652701874000,Educacion,Cuajimalpa de Morelos
709,708,2015,4,Satisfaccion mínima,Mujer,30-44,5359,391469351715000,680330648285000,Educacion,Cuajimalpa de Morelos
710,709,2015,4,Estrato medio,Hombre,12-29,10108,653077223502000,136852277650000,Educacion,Cuajimalpa de Morelos
711,710,2015,4,Estrato medio,Hombre,30-44,9476,581777424054000,13134225759500,Educacion,Cuajimalpa de Morelos
712,711,2015,4,Estrato medio,Hombre,60 y mas,3265,212501217793000,440498782207000,Educacion,Cuajimalpa de Morelos
713,712,2015,4,Estrato medio,Mujer,0-11,5247,396316666067000,653083333933000,Educacion,Cuajimalpa de Morelos
714,713,2015,4,Estrato alto,Hombre,0-11,2020,141829292988000,262170707012000,Educacion,Cuajimalpa de Morelos
715,714,2015,4,Estrato alto,Mujer,12-29,674,254137051092000,109386294891000,Educacion,Cuajimalpa de Morelos
716,715,2015,4,Estrato alto,Mujer,60 y mas,624,265611094384000,982388905616000,Educacion,Cuajimalpa de Morelos
717,716,2015,5,Pobreza muy alta,Hombre,45-59,2396,186087271017000,293112728983000,Educacion,Gustavo A. Madero
718,717,2015,5,Pobreza muy alta,Hombre,60 y mas,7393,569682902266000,908917097734000,Educacion,Gustavo A. Madero
719,718,2015,5,Pobreza muy alta,Mujer,0-11,5365,397866194773000,675133805227000,Educacion,Gustavo A. Madero
720,719,2015,5,Pobreza muy alta,Mujer,30-44,3394,266654544641000,412145455359000,Educacion,Gustavo A. Madero
721,720,2015,5,Pobreza alta,Hombre,0-11,728,365622312307000,109037768769000,Educacion,Gustavo A. Madero
722,721,2015,5,Pobreza alta,Hombre,30-44,4615,342656834492000,580343165508000,Educacion,Gustavo A. Madero
723,722,2015,5,Pobreza alta,Hombre,45-59,1604,920082197996000,228791780200000,Educacion,Gustavo A. Madero
724,723,2015,5,Pobreza alta,Hombre,60 y mas,3386,247213035967000,429986964033000,Educacion,Gustavo A. Madero
725,724,2015,5,Pobreza alta,Mujer,12-29,2937,219265427584000,368134572416000,Educacion,Gustavo A. Madero
726,725,2015,5,Pobreza moderada,Hombre,30-44,29679,250515521179000,343064478821000,Educacion,Gustavo A. Madero
727,726,2015,5,Pobreza moderada,Hombre,45-59,15012,12830581227700,17193418772300,Educacion,Gustavo A. Madero
728,727,2015,5,Pobreza moderada,Hombre,60 y mas,15036,122597577568000,178122422432000,Educacion,Gustavo A. Madero
729,728,2015,5,Pobreza moderada,Mujer,45-59,23179,196737100319000,266842899681000,Educacion,Gustavo A. Madero
730,729,2015,5,Satisfaccion mínima,Mujer,12-29,59405,516705109961000,671394890039000,Educacion,Gustavo A. Madero
731,730,2015,5,Estrato medio,Hombre,0-11,31225,268808694834000,355691305166000,Educacion,Gustavo A. Madero
732,731,2015,5,Estrato medio,Hombre,60 y mas,27606,243039097706000,309080902294000,Educacion,Gustavo A. Madero
733,732,2015,5,Estrato alto,Mujer,45-59,3086,221696550319000,395503449681000,Educacion,Gustavo A. Madero
734,733,2015,5,Estrato alto,Mujer,60 y mas,2064,14264431278000,27015568722000,Educacion,Gustavo A. Madero
735,734,2015,6,Pobreza muy alta,Hombre,0-11,2209,150997352799000,290802647201000,Educacion,Iztacalco
736,735,2015,6,Pobreza muy alta,Hombre,12-29,591,201582491033000,980417508967000,Educacion,Iztacalco
737,736,2015,6,Pobreza muy alta,Hombre,60 y mas,1360,914564671397000,180543532860000,Educacion,Iztacalco
738,737,2015,6,Pobreza muy alta,Hombre,No especificado,173,-658950586847000,411895058685000,Educacion,Iztacalco
739,738,2015,6,Pobreza muy alta,Mujer,0-11,1431,767255476676000,209474452332000,Educacion,Iztacalco
740,739,2015,6,Pobreza muy alta,Mujer,60 y mas,4338,316127695569000,551472304431000,Educacion,Iztacalco
741,740,2015,6,Pobreza alta,Hombre,0-11,413,-462026972144000,8722026972140,Educacion,Iztacalco
742,741,2015,6,Pobreza alta,Hombre,12-29,822,399411544712000,124458845529000,Educacion,Iztacalco
743,742,2015,6,Pobreza alta,Hombre,30-44,926,440876074372000,141112392563000,Educacion,Iztacalco
744,743,2015,6,Pobreza moderada,Hombre,12-29,12001,947137869685000,145306213032000,Educacion,Iztacalco
745,744,2015,6,Pobreza moderada,Hombre,45-59,4657,376867440977000,554532559023000,Educacion,Iztacalco
